GEO_ID,NAME,S1903_C03_015E
id,Geographic Area Name,Estimate!!Median income (dollars)!!FAMILIES!!Families
1400000US17031839500,"Census Tract 8395, Cook County, Illinois",158026
1400000US17031839600,"Census Tract 8396, Cook County, Illinois",44760
1400000US17031839700,"Census Tract 8397, Cook County, Illinois",91042
1400000US17031839800,"Census Tract 8398, Cook County, Illinois",68750
1400000US17031839900,"Census Tract 8399, Cook County, Illinois",76806
1400000US17031840000,"Census Tract 8400, Cook County, Illinois",106029
1400000US17031840100,"Census Tract 8401, Cook County, Illinois",53965
1400000US17031840200,"Census Tract 8402, Cook County, Illinois",77083
1400000US17031840300,"Census Tract 8403, Cook County, Illinois",53885
1400000US17031840400,"Census Tract 8404, Cook County, Illinois",61845
1400000US17031840700,"Census Tract 8407, Cook County, Illinois",45303
1400000US17031840800,"Census Tract 8408, Cook County, Illinois",35117
1400000US17031841000,"Census Tract 8410, Cook County, Illinois",112426
1400000US17031841100,"Census Tract 8411, Cook County, Illinois",38922
1400000US17031841200,"Census Tract 8412, Cook County, Illinois",45450
1400000US17031841300,"Census Tract 8413, Cook County, Illinois",53017
1400000US17031841400,"Census Tract 8414, Cook County, Illinois",56167
1400000US17031841500,"Census Tract 8415, Cook County, Illinois",32539
1400000US17031841600,"Census Tract 8416, Cook County, Illinois",67292
1400000US17031841700,"Census Tract 8417, Cook County, Illinois",27109
1400000US17031841800,"Census Tract 8418, Cook County, Illinois",43542
1400000US17031841900,"Census Tract 8419, Cook County, Illinois",129934
1400000US17031842000,"Census Tract 8420, Cook County, Illinois",171141
1400000US17031842100,"Census Tract 8421, Cook County, Illinois",38119
1400000US17031842200,"Census Tract 8422, Cook County, Illinois",105060
1400000US17031842300,"Census Tract 8423, Cook County, Illinois",148125
1400000US17031842400,"Census Tract 8424, Cook County, Illinois",53997
1400000US17031842500,"Census Tract 8425, Cook County, Illinois",-
1400000US17031842600,"Census Tract 8426, Cook County, Illinois",75724
1400000US17031842800,"Census Tract 8428, Cook County, Illinois",29681
1400000US17031842900,"Census Tract 8429, Cook County, Illinois",26420
1400000US17031843000,"Census Tract 8430, Cook County, Illinois",27431
1400000US17031843100,"Census Tract 8431, Cook County, Illinois",32098
1400000US17031843200,"Census Tract 8432, Cook County, Illinois",51917
1400000US17031843300,"Census Tract 8433, Cook County, Illinois",73092
1400000US17031843400,"Census Tract 8434, Cook County, Illinois",33776
1400000US17031843500,"Census Tract 8435, Cook County, Illinois",28750
1400000US17031843600,"Census Tract 8436, Cook County, Illinois",67609
1400000US17031843700,"Census Tract 8437, Cook County, Illinois",194375
1400000US17031843800,"Census Tract 8438, Cook County, Illinois",41250
1400000US17031843900,"Census Tract 8439, Cook County, Illinois",50104
1400000US17031980000,"Census Tract 9800, Cook County, Illinois",-
1400000US17031980100,"Census Tract 9801, Cook County, Illinois",-
1400000US17031990000,"Census Tract 9900, Cook County, Illinois",-
0100000US,United States,77263
0400000US17,Illinois,83279
